danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.646,0.879,5,-6.397,0,0.0446,0.533,4.93e-05,0.235,0.835,96.101,audio_features,4tJn77boqsbqLsrczZwYjV,spotify:track:4tJn77boqsbqLsrczZwYjV,https://api.spotify.com/v1/tracks/4tJn77boqsbqLsrczZwYjV,https://api.spotify.com/v1/audio-analysis/4tJn77boqsbqLsrczZwYjV,349200,4
0.682,0.724,7,-4.115,0,0.109,0.658,5.55e-05,0.165,0.937,107.067,audio_features,5bDXe2wsNqx4ZOPhudNdWu,spotify:track:5bDXe2wsNqx4ZOPhudNdWu,https://api.spotify.com/v1/tracks/5bDXe2wsNqx4ZOPhudNdWu,https://api.spotify.com/v1/audio-analysis/5bDXe2wsNqx4ZOPhudNdWu,234960,4
0.704,0.884,8,-6.275,1,0.0527,0.549,0.000364,0.0492,0.964,93.058,audio_features,2naqSVQHgiaoEpxtkVOhmK,spotify:track:2naqSVQHgiaoEpxtkVOhmK,https://api.spotify.com/v1/tracks/2naqSVQHgiaoEpxtkVOhmK,https://api.spotify.com/v1/audio-analysis/2naqSVQHgiaoEpxtkVOhmK,228554,4
0.752,0.535,2,-12.87,1,0.037,0.823,0.0484,0.226,0.967,97.427,audio_features,2sq5ZRwSgCVuGihglkssm0,spotify:track:2sq5ZRwSgCVuGihglkssm0,https://api.spotify.com/v1/tracks/2sq5ZRwSgCVuGihglkssm0,https://api.spotify.com/v1/audio-analysis/2sq5ZRwSgCVuGihglkssm0,313373,4
0.634,0.607,10,-10.979,1,0.0579,0.709,0.00767,0.156,0.964,103.704,audio_features,73rDkNhTOhflI3TKeCMcKY,spotify:track:73rDkNhTOhflI3TKeCMcKY,https://api.spotify.com/v1/tracks/73rDkNhTOhflI3TKeCMcKY,https://api.spotify.com/v1/audio-analysis/73rDkNhTOhflI3TKeCMcKY,263893,4
0.577,0.688,7,-9.77,1,0.0516,0.74,0.00026,0.215,0.798,102.193,audio_features,3aZhyGiZS1HXw3QIHehjkX,spotify:track:3aZhyGiZS1HXw3QIHehjkX,https://api.spotify.com/v1/tracks/3aZhyGiZS1HXw3QIHehjkX,https://api.spotify.com/v1/audio-analysis/3aZhyGiZS1HXw3QIHehjkX,306667,4
0.666,0.731,9,-5.945,0,0.0462,0.756,0.0,0.321,0.668,93.25,audio_features,7EeUp36HiiDN1CMvgbADXQ,spotify:track:7EeUp36HiiDN1CMvgbADXQ,https://api.spotify.com/v1/tracks/7EeUp36HiiDN1CMvgbADXQ,https://api.spotify.com/v1/audio-analysis/7EeUp36HiiDN1CMvgbADXQ,313227,4
0.642,0.645,5,-6.093,1,0.0365,0.453,4.93e-05,0.103,0.875,96.402,audio_features,0OuTykkRkMbXGpBqgnBsN2,spotify:track:0OuTykkRkMbXGpBqgnBsN2,https://api.spotify.com/v1/tracks/0OuTykkRkMbXGpBqgnBsN2,https://api.spotify.com/v1/audio-analysis/0OuTykkRkMbXGpBqgnBsN2,294413,4
0.576,0.87,9,-5.325,0,0.039,0.45,0.000707,0.266,0.927,97.972,audio_features,15Xyqc8u6NuB2jKOqnmHdo,spotify:track:15Xyqc8u6NuB2jKOqnmHdo,https://api.spotify.com/v1/tracks/15Xyqc8u6NuB2jKOqnmHdo,https://api.spotify.com/v1/audio-analysis/15Xyqc8u6NuB2jKOqnmHdo,230000,4
0.462,0.83,1,-2.866,1,0.0433,0.478,6.6e-05,0.283,0.819,175.26,audio_features,4TlKKyNg7S07aEgoh8eEw5,spotify:track:4TlKKyNg7S07aEgoh8eEw5,https://api.spotify.com/v1/tracks/4TlKKyNg7S07aEgoh8eEw5,https://api.spotify.com/v1/audio-analysis/4TlKKyNg7S07aEgoh8eEw5,278920,4
0.705,0.915,5,-3.164,1,0.0396,0.395,0.00442,0.0628,0.976,174.258,audio_features,4BL3CyBPRXabaV48vogRTr,spotify:track:4BL3CyBPRXabaV48vogRTr,https://api.spotify.com/v1/tracks/4BL3CyBPRXabaV48vogRTr,https://api.spotify.com/v1/audio-analysis/4BL3CyBPRXabaV48vogRTr,280093,4
0.817,0.688,0,-5.592,0,0.0401,0.698,1.16e-06,0.693,0.963,91.079,audio_features,5Ybs2R0cqDBcUavObUJZSo,spotify:track:5Ybs2R0cqDBcUavObUJZSo,https://api.spotify.com/v1/tracks/5Ybs2R0cqDBcUavObUJZSo,https://api.spotify.com/v1/audio-analysis/5Ybs2R0cqDBcUavObUJZSo,225147,4
0.671,0.346,0,-17.136,1,0.0429,0.668,0.000193,0.315,0.946,86.33,audio_features,0LMnN9QtMar8ujTDkepGys,spotify:track:0LMnN9QtMar8ujTDkepGys,https://api.spotify.com/v1/tracks/0LMnN9QtMar8ujTDkepGys,https://api.spotify.com/v1/audio-analysis/0LMnN9QtMar8ujTDkepGys,293650,4
0.691,0.34,7,-15.663,0,0.0389,0.826,5.25e-06,0.269,0.951,98.894,audio_features,675U845OQiBBt1po0kTptz,spotify:track:675U845OQiBBt1po0kTptz,https://api.spotify.com/v1/tracks/675U845OQiBBt1po0kTptz,https://api.spotify.com/v1/audio-analysis/675U845OQiBBt1po0kTptz,278396,4
0.68,0.683,10,-6.867,1,0.0476,0.44,0.00172,0.0955,0.97,98.811,audio_features,1tbPGyfdKLxtYIof3TEwWQ,spotify:track:1tbPGyfdKLxtYIof3TEwWQ,https://api.spotify.com/v1/tracks/1tbPGyfdKLxtYIof3TEwWQ,https://api.spotify.com/v1/audio-analysis/1tbPGyfdKLxtYIof3TEwWQ,222480,4
0.69,0.694,5,-6.467,1,0.0366,0.566,9.03e-06,0.062,0.9,173.978,audio_features,7mdygXWc4Rl4u2vnCj2h03,spotify:track:7mdygXWc4Rl4u2vnCj2h03,https://api.spotify.com/v1/tracks/7mdygXWc4Rl4u2vnCj2h03,https://api.spotify.com/v1/audio-analysis/7mdygXWc4Rl4u2vnCj2h03,284467,4
0.516,0.882,8,-7.358,1,0.0341,0.591,0.00299,0.0501,0.93,165.394,audio_features,3aqZXcPbvtkPstNX0ov5Jv,spotify:track:3aqZXcPbvtkPstNX0ov5Jv,https://api.spotify.com/v1/tracks/3aqZXcPbvtkPstNX0ov5Jv,https://api.spotify.com/v1/audio-analysis/3aqZXcPbvtkPstNX0ov5Jv,258080,4
0.567,0.699,7,-8.446,1,0.109,0.649,1.41e-06,0.313,0.935,108.681,audio_features,7co76Vzf2YQKUWzU23H4tr,spotify:track:7co76Vzf2YQKUWzU23H4tr,https://api.spotify.com/v1/tracks/7co76Vzf2YQKUWzU23H4tr,https://api.spotify.com/v1/audio-analysis/7co76Vzf2YQKUWzU23H4tr,415133,4
0.678,0.653,7,-6.735,1,0.0356,0.692,0.0517,0.261,0.761,91.664,audio_features,2JEcmNFdd5WaE49hjN4UKV,spotify:track:2JEcmNFdd5WaE49hjN4UKV,https://api.spotify.com/v1/tracks/2JEcmNFdd5WaE49hjN4UKV,https://api.spotify.com/v1/audio-analysis/2JEcmNFdd5WaE49hjN4UKV,439253,4
0.64,0.728,9,-6.502,1,0.0332,0.705,2.8e-06,0.087,0.939,91.655,audio_features,0itffn9j3HkFQZAMh1zDQb,spotify:track:0itffn9j3HkFQZAMh1zDQb,https://api.spotify.com/v1/tracks/0itffn9j3HkFQZAMh1zDQb,https://api.spotify.com/v1/audio-analysis/0itffn9j3HkFQZAMh1zDQb,236067,4
0.604,0.697,5,-10.128,0,0.0369,0.467,3.63e-06,0.106,0.777,169.287,audio_features,0MUDnJothothe5lWJ23Cf7,spotify:track:0MUDnJothothe5lWJ23Cf7,https://api.spotify.com/v1/tracks/0MUDnJothothe5lWJ23Cf7,https://api.spotify.com/v1/audio-analysis/0MUDnJothothe5lWJ23Cf7,280240,4
0.663,0.839,11,-4.231,1,0.0904,0.727,2.05e-05,0.311,0.899,109.167,audio_features,21IWIYtBz4hEV7Whpvf7b4,spotify:track:21IWIYtBz4hEV7Whpvf7b4,https://api.spotify.com/v1/tracks/21IWIYtBz4hEV7Whpvf7b4,https://api.spotify.com/v1/audio-analysis/21IWIYtBz4hEV7Whpvf7b4,343440,4
0.695,0.48,5,-14.578,1,0.0585,0.566,0.0002,0.0776,0.933,88.078,audio_features,5ROrnn8Mnou7WuXyBEW3wG,spotify:track:5ROrnn8Mnou7WuXyBEW3wG,https://api.spotify.com/v1/tracks/5ROrnn8Mnou7WuXyBEW3wG,https://api.spotify.com/v1/audio-analysis/5ROrnn8Mnou7WuXyBEW3wG,420067,4
0.601,0.744,7,-6.825,0,0.051,0.221,4.15e-06,0.113,0.813,101.497,audio_features,2Bhnlz4ZuymvDCxhAKv8oI,spotify:track:2Bhnlz4ZuymvDCxhAKv8oI,https://api.spotify.com/v1/tracks/2Bhnlz4ZuymvDCxhAKv8oI,https://api.spotify.com/v1/audio-analysis/2Bhnlz4ZuymvDCxhAKv8oI,609627,4
0.551,0.579,9,-11.5,1,0.038,0.597,3.18e-05,0.321,0.92,94.898,audio_features,0Wm4Lqce2TAZTWrIQi2iql,spotify:track:0Wm4Lqce2TAZTWrIQi2iql,https://api.spotify.com/v1/tracks/0Wm4Lqce2TAZTWrIQi2iql,https://api.spotify.com/v1/audio-analysis/0Wm4Lqce2TAZTWrIQi2iql,369972,4
0.632,0.573,9,-10.776,1,0.0958,0.607,0.000724,0.148,0.948,173.913,audio_features,7JADFffiCgALloD6Xa1qEM,spotify:track:7JADFffiCgALloD6Xa1qEM,https://api.spotify.com/v1/tracks/7JADFffiCgALloD6Xa1qEM,https://api.spotify.com/v1/audio-analysis/7JADFffiCgALloD6Xa1qEM,317427,4
0.525,0.621,5,-7.512,0,0.0456,0.598,1.26e-06,0.0889,0.849,86.3,audio_features,5MyPzq1IsxS1x7FkhdpJUF,spotify:track:5MyPzq1IsxS1x7FkhdpJUF,https://api.spotify.com/v1/tracks/5MyPzq1IsxS1x7FkhdpJUF,https://api.spotify.com/v1/audio-analysis/5MyPzq1IsxS1x7FkhdpJUF,331440,4
0.809,0.648,3,-5.602,1,0.037,0.736,0.000125,0.0692,0.968,102.058,audio_features,4KZKMASNss49reSCNbJ6cY,spotify:track:4KZKMASNss49reSCNbJ6cY,https://api.spotify.com/v1/tracks/4KZKMASNss49reSCNbJ6cY,https://api.spotify.com/v1/audio-analysis/4KZKMASNss49reSCNbJ6cY,226240,4
0.872,0.54,9,-9.624,1,0.0341,0.578,0.00764,0.72,0.898,111.009,audio_features,6m8Qs3knQSC6CJMAEA3uP5,spotify:track:6m8Qs3knQSC6CJMAEA3uP5,https://api.spotify.com/v1/tracks/6m8Qs3knQSC6CJMAEA3uP5,https://api.spotify.com/v1/audio-analysis/6m8Qs3knQSC6CJMAEA3uP5,331947,4
0.658,0.509,8,-12.917,1,0.0841,0.339,3.95e-05,0.0775,0.929,92.204,audio_features,4KARXeRqsfk8ZbyrRhqKc5,spotify:track:4KARXeRqsfk8ZbyrRhqKc5,https://api.spotify.com/v1/tracks/4KARXeRqsfk8ZbyrRhqKc5,https://api.spotify.com/v1/audio-analysis/4KARXeRqsfk8ZbyrRhqKc5,458760,4
0.644,0.871,7,-4.465,1,0.042,0.658,1.46e-06,0.201,0.838,89.927,audio_features,3XVL0FLEfUTUvzVK1dEyHJ,spotify:track:3XVL0FLEfUTUvzVK1dEyHJ,https://api.spotify.com/v1/tracks/3XVL0FLEfUTUvzVK1dEyHJ,https://api.spotify.com/v1/audio-analysis/3XVL0FLEfUTUvzVK1dEyHJ,319413,4
0.663,0.802,9,-4.738,1,0.0425,0.391,0.0336,0.0513,0.968,97.424,audio_features,0JGw0Qkh81sXg6SA7cpVPR,spotify:track:0JGw0Qkh81sXg6SA7cpVPR,https://api.spotify.com/v1/tracks/0JGw0Qkh81sXg6SA7cpVPR,https://api.spotify.com/v1/audio-analysis/0JGw0Qkh81sXg6SA7cpVPR,367898,4
0.685,0.695,9,-8.98,0,0.0502,0.237,1.51e-05,0.0419,0.954,172.474,audio_features,2mK7OegwWFqSB4g6tZoGIR,spotify:track:2mK7OegwWFqSB4g6tZoGIR,https://api.spotify.com/v1/tracks/2mK7OegwWFqSB4g6tZoGIR,https://api.spotify.com/v1/audio-analysis/2mK7OegwWFqSB4g6tZoGIR,276173,4
0.57,0.769,5,-9.815,0,0.0493,0.639,0.0121,0.189,0.962,103.384,audio_features,7qdI65Bs7C3kzpGPlyjPb5,spotify:track:7qdI65Bs7C3kzpGPlyjPb5,https://api.spotify.com/v1/tracks/7qdI65Bs7C3kzpGPlyjPb5,https://api.spotify.com/v1/audio-analysis/7qdI65Bs7C3kzpGPlyjPb5,298000,4
0.694,0.667,2,-8.468,1,0.0347,0.378,0.0,0.0709,0.957,87.988,audio_features,0SvVi2w3GlFpkqHDzKKDCE,spotify:track:0SvVi2w3GlFpkqHDzKKDCE,https://api.spotify.com/v1/tracks/0SvVi2w3GlFpkqHDzKKDCE,https://api.spotify.com/v1/audio-analysis/0SvVi2w3GlFpkqHDzKKDCE,336267,4
0.648,0.714,11,-5.766,0,0.0364,0.145,0.000227,0.22,0.631,168.359,audio_features,79mr4SK8sOcMrBVIZE2IpZ,spotify:track:79mr4SK8sOcMrBVIZE2IpZ,https://api.spotify.com/v1/tracks/79mr4SK8sOcMrBVIZE2IpZ,https://api.spotify.com/v1/audio-analysis/79mr4SK8sOcMrBVIZE2IpZ,344320,4
0.767,0.57,4,-11.556,0,0.0803,0.426,0.505,0.0855,0.963,91.655,audio_features,3REdLPZU4bB7GzRZwEMvK4,spotify:track:3REdLPZU4bB7GzRZwEMvK4,https://api.spotify.com/v1/tracks/3REdLPZU4bB7GzRZwEMvK4,https://api.spotify.com/v1/audio-analysis/3REdLPZU4bB7GzRZwEMvK4,326840,4
0.729,0.89,0,-4.576,1,0.0535,0.52,0.0728,0.154,0.859,105.414,audio_features,2Hr5CCeFVsy6JBxW5p2Wfo,spotify:track:2Hr5CCeFVsy6JBxW5p2Wfo,https://api.spotify.com/v1/tracks/2Hr5CCeFVsy6JBxW5p2Wfo,https://api.spotify.com/v1/audio-analysis/2Hr5CCeFVsy6JBxW5p2Wfo,222122,4
0.595,0.744,10,-7.494,0,0.0409,0.262,0.000364,0.137,0.745,84.93,audio_features,1RKBf3NxIYZXKZNzdrXg69,spotify:track:1RKBf3NxIYZXKZNzdrXg69,https://api.spotify.com/v1/tracks/1RKBf3NxIYZXKZNzdrXg69,https://api.spotify.com/v1/audio-analysis/1RKBf3NxIYZXKZNzdrXg69,335960,4
0.838,0.723,5,-8.384,0,0.0447,0.195,0.0,0.0468,0.934,93.302,audio_features,5U1cEuyrUubzj5gc5T7uND,spotify:track:5U1cEuyrUubzj5gc5T7uND,https://api.spotify.com/v1/tracks/5U1cEuyrUubzj5gc5T7uND,https://api.spotify.com/v1/audio-analysis/5U1cEuyrUubzj5gc5T7uND,267467,4
0.577,0.62,11,-10.016,0,0.0529,0.706,0.0134,0.0707,0.935,181.416,audio_features,17NHdvCj6LhQW2EfRwcmc7,spotify:track:17NHdvCj6LhQW2EfRwcmc7,https://api.spotify.com/v1/tracks/17NHdvCj6LhQW2EfRwcmc7,https://api.spotify.com/v1/audio-analysis/17NHdvCj6LhQW2EfRwcmc7,350000,4
0.598,0.765,5,-4.82,0,0.0333,0.686,5.34e-06,0.0804,0.856,81.643,audio_features,2zCSIfyUiMU9onVgIgc9V4,spotify:track:2zCSIfyUiMU9onVgIgc9V4,https://api.spotify.com/v1/tracks/2zCSIfyUiMU9onVgIgc9V4,https://api.spotify.com/v1/audio-analysis/2zCSIfyUiMU9onVgIgc9V4,508797,4
0.737,0.864,8,-7.568,1,0.0482,0.705,3.95e-05,0.0648,0.923,177.511,audio_features,1jmV114M8NrFAeW36FEHh9,spotify:track:1jmV114M8NrFAeW36FEHh9,https://api.spotify.com/v1/tracks/1jmV114M8NrFAeW36FEHh9,https://api.spotify.com/v1/audio-analysis/1jmV114M8NrFAeW36FEHh9,276000,4
0.564,0.872,9,-3.635,0,0.0352,0.51,1.12e-05,0.133,0.88,86.243,audio_features,7r2rcsxjkhiSImB9yzTpow,spotify:track:7r2rcsxjkhiSImB9yzTpow,https://api.spotify.com/v1/tracks/7r2rcsxjkhiSImB9yzTpow,https://api.spotify.com/v1/audio-analysis/7r2rcsxjkhiSImB9yzTpow,282667,4
0.655,0.502,8,-13.544,1,0.0413,0.434,1.2e-06,0.0568,0.917,93.37,audio_features,1B3rAPpnt5j7BGgJDxSGIc,spotify:track:1B3rAPpnt5j7BGgJDxSGIc,https://api.spotify.com/v1/tracks/1B3rAPpnt5j7BGgJDxSGIc,https://api.spotify.com/v1/audio-analysis/1B3rAPpnt5j7BGgJDxSGIc,280987,4
0.7,0.706,8,-6.564,1,0.142,0.42,0.0,0.0978,0.933,114.051,audio_features,1JTh8NnOjQZ6qX5YDljhz4,spotify:track:1JTh8NnOjQZ6qX5YDljhz4,https://api.spotify.com/v1/tracks/1JTh8NnOjQZ6qX5YDljhz4,https://api.spotify.com/v1/audio-analysis/1JTh8NnOjQZ6qX5YDljhz4,283933,4
0.715,0.641,9,-6.303,0,0.0399,0.579,0.00215,0.262,0.737,106.862,audio_features,1rN8363m0zXmB0pBpvDxfV,spotify:track:1rN8363m0zXmB0pBpvDxfV,https://api.spotify.com/v1/tracks/1rN8363m0zXmB0pBpvDxfV,https://api.spotify.com/v1/audio-analysis/1rN8363m0zXmB0pBpvDxfV,394413,4
0.614,0.671,10,-4.51,1,0.0485,0.678,0.000107,0.107,0.897,115.165,audio_features,4lrVeWHWWjBXa1ksWOk5BD,spotify:track:4lrVeWHWWjBXa1ksWOk5BD,https://api.spotify.com/v1/tracks/4lrVeWHWWjBXa1ksWOk5BD,https://api.spotify.com/v1/audio-analysis/4lrVeWHWWjBXa1ksWOk5BD,222693,3
0.801,0.629,9,-5.51,0,0.0539,0.726,0.000387,0.343,0.873,86.069,audio_features,6RzENC5n3Mm1L2Wx2t9r0q,spotify:track:6RzENC5n3Mm1L2Wx2t9r0q,https://api.spotify.com/v1/tracks/6RzENC5n3Mm1L2Wx2t9r0q,https://api.spotify.com/v1/audio-analysis/6RzENC5n3Mm1L2Wx2t9r0q,269240,4
0.706,0.664,5,-7.88,0,0.0387,0.524,0.0,0.0696,0.961,97.767,audio_features,6iZg4gHUwbf5SDl5jglBBI,spotify:track:6iZg4gHUwbf5SDl5jglBBI,https://api.spotify.com/v1/tracks/6iZg4gHUwbf5SDl5jglBBI,https://api.spotify.com/v1/audio-analysis/6iZg4gHUwbf5SDl5jglBBI,300760,4
0.813,0.943,10,-1.395,1,0.0557,0.664,0.000121,0.092,0.958,93.967,audio_features,3SS8Chtb0rdkoPeqsMcu7D,spotify:track:3SS8Chtb0rdkoPeqsMcu7D,https://api.spotify.com/v1/tracks/3SS8Chtb0rdkoPeqsMcu7D,https://api.spotify.com/v1/audio-analysis/3SS8Chtb0rdkoPeqsMcu7D,276093,4
0.659,0.456,5,-14.675,0,0.054,0.833,0.00404,0.0745,0.916,92.525,audio_features,0dhibLK5uxmgX6wy4s04pE,spotify:track:0dhibLK5uxmgX6wy4s04pE,https://api.spotify.com/v1/tracks/0dhibLK5uxmgX6wy4s04pE,https://api.spotify.com/v1/audio-analysis/0dhibLK5uxmgX6wy4s04pE,258333,4
0.51,0.577,5,-12.116,0,0.0421,0.54,0.0102,0.137,0.958,95.939,audio_features,6Cl5cbUgGMJMgv1wLWeuuG,spotify:track:6Cl5cbUgGMJMgv1wLWeuuG,https://api.spotify.com/v1/tracks/6Cl5cbUgGMJMgv1wLWeuuG,https://api.spotify.com/v1/audio-analysis/6Cl5cbUgGMJMgv1wLWeuuG,392867,4
0.645,0.607,1,-8.429,1,0.0376,0.849,0.233,0.084,0.929,102.206,audio_features,75ujCf7ZZCV65jPJCCZuZp,spotify:track:75ujCf7ZZCV65jPJCCZuZp,https://api.spotify.com/v1/tracks/75ujCf7ZZCV65jPJCCZuZp,https://api.spotify.com/v1/audio-analysis/75ujCf7ZZCV65jPJCCZuZp,347893,4
0.648,0.673,2,-5.782,0,0.0533,0.484,0.0296,0.0643,0.772,91.632,audio_features,2u9k1r6Mye0fF39dCTvRLT,spotify:track:2u9k1r6Mye0fF39dCTvRLT,https://api.spotify.com/v1/tracks/2u9k1r6Mye0fF39dCTvRLT,https://api.spotify.com/v1/audio-analysis/2u9k1r6Mye0fF39dCTvRLT,362227,4
0.637,0.707,10,-7.959,1,0.0398,0.668,3.06e-06,0.0707,0.861,169.681,audio_features,1fUQSMgYNGSnAA43bPkTTA,spotify:track:1fUQSMgYNGSnAA43bPkTTA,https://api.spotify.com/v1/tracks/1fUQSMgYNGSnAA43bPkTTA,https://api.spotify.com/v1/audio-analysis/1fUQSMgYNGSnAA43bPkTTA,315320,4
0.708,0.769,9,-4.487,0,0.0527,0.206,0.0,0.106,0.94,90.016,audio_features,1uGJ21Eaih07iiltxjZ1pd,spotify:track:1uGJ21Eaih07iiltxjZ1pd,https://api.spotify.com/v1/tracks/1uGJ21Eaih07iiltxjZ1pd,https://api.spotify.com/v1/audio-analysis/1uGJ21Eaih07iiltxjZ1pd,244320,4
0.77,0.618,7,-5.339,1,0.0471,0.496,1.21e-05,0.0609,0.958,85.259,audio_features,6c2eUU9Zz5ev3fYVAuv3bS,spotify:track:6c2eUU9Zz5ev3fYVAuv3bS,https://api.spotify.com/v1/tracks/6c2eUU9Zz5ev3fYVAuv3bS,https://api.spotify.com/v1/audio-analysis/6c2eUU9Zz5ev3fYVAuv3bS,296573,4
0.76,0.835,7,-4.292,1,0.0402,0.59,5.89e-05,0.244,0.868,94.919,audio_features,0DPX91yX6M9sxMObWbSyW2,spotify:track:0DPX91yX6M9sxMObWbSyW2,https://api.spotify.com/v1/tracks/0DPX91yX6M9sxMObWbSyW2,https://api.spotify.com/v1/audio-analysis/0DPX91yX6M9sxMObWbSyW2,231236,4
0.595,0.597,0,-7.027,1,0.0701,0.503,3.17e-06,0.141,0.658,97.613,audio_features,2Q52UETgsmLvV9HogA3paQ,spotify:track:2Q52UETgsmLvV9HogA3paQ,https://api.spotify.com/v1/tracks/2Q52UETgsmLvV9HogA3paQ,https://api.spotify.com/v1/audio-analysis/2Q52UETgsmLvV9HogA3paQ,364080,4
0.797,0.636,8,-5.908,1,0.0697,0.769,0.00194,0.0848,0.869,144.186,audio_features,2YISq9GxM1gJLkciIfMS49,spotify:track:2YISq9GxM1gJLkciIfMS49,https://api.spotify.com/v1/tracks/2YISq9GxM1gJLkciIfMS49,https://api.spotify.com/v1/audio-analysis/2YISq9GxM1gJLkciIfMS49,360840,4
0.596,0.718,7,-3.659,0,0.0723,0.748,0.0,0.0981,0.838,102.14,audio_features,6yRZLky3U8K7evybiU8Wpa,spotify:track:6yRZLky3U8K7evybiU8Wpa,https://api.spotify.com/v1/tracks/6yRZLky3U8K7evybiU8Wpa,https://api.spotify.com/v1/audio-analysis/6yRZLky3U8K7evybiU8Wpa,321147,4
0.651,0.746,7,-6.547,1,0.0361,0.247,1.04e-06,0.296,0.875,171.812,audio_features,0Ba3OWyL7Cb9QFLgAft2CK,spotify:track:0Ba3OWyL7Cb9QFLgAft2CK,https://api.spotify.com/v1/tracks/0Ba3OWyL7Cb9QFLgAft2CK,https://api.spotify.com/v1/audio-analysis/0Ba3OWyL7Cb9QFLgAft2CK,302827,4
0.599,0.723,7,-5.309,0,0.0596,0.745,6.98e-05,0.0963,0.928,105.247,audio_features,4HLmjOEJgDx4RtuwRjr7aq,spotify:track:4HLmjOEJgDx4RtuwRjr7aq,https://api.spotify.com/v1/tracks/4HLmjOEJgDx4RtuwRjr7aq,https://api.spotify.com/v1/audio-analysis/4HLmjOEJgDx4RtuwRjr7aq,365489,4
0.832,0.627,7,-6.538,0,0.0494,0.561,0.0,0.115,0.95,96.147,audio_features,6Lz5YdrkvPur82oj6S1Znh,spotify:track:6Lz5YdrkvPur82oj6S1Znh,https://api.spotify.com/v1/tracks/6Lz5YdrkvPur82oj6S1Znh,https://api.spotify.com/v1/audio-analysis/6Lz5YdrkvPur82oj6S1Znh,271773,4
0.529,0.573,0,-8.786,0,0.0452,0.783,9.21e-05,0.0724,0.783,157.95,audio_features,1Zoylk1RlgfHSer5WsTpFP,spotify:track:1Zoylk1RlgfHSer5WsTpFP,https://api.spotify.com/v1/tracks/1Zoylk1RlgfHSer5WsTpFP,https://api.spotify.com/v1/audio-analysis/1Zoylk1RlgfHSer5WsTpFP,378200,4
0.621,0.839,0,-3.486,1,0.0467,0.749,0.0,0.556,0.801,109.511,audio_features,5kiRyGmKOdmc2SyD3JqcSI,spotify:track:5kiRyGmKOdmc2SyD3JqcSI,https://api.spotify.com/v1/tracks/5kiRyGmKOdmc2SyD3JqcSI,https://api.spotify.com/v1/audio-analysis/5kiRyGmKOdmc2SyD3JqcSI,412107,4
0.774,0.784,2,-6.28,0,0.0388,0.51,0.000302,0.0721,0.862,106.923,audio_features,74SLiN21pdSJEktbjyjO5I,spotify:track:74SLiN21pdSJEktbjyjO5I,https://api.spotify.com/v1/tracks/74SLiN21pdSJEktbjyjO5I,https://api.spotify.com/v1/audio-analysis/74SLiN21pdSJEktbjyjO5I,337680,4
0.71,0.755,1,-6.318,1,0.051,0.42,1.85e-05,0.0332,0.914,185.124,audio_features,40omVtyB1UsPUvUanyKRlE,spotify:track:40omVtyB1UsPUvUanyKRlE,https://api.spotify.com/v1/tracks/40omVtyB1UsPUvUanyKRlE,https://api.spotify.com/v1/audio-analysis/40omVtyB1UsPUvUanyKRlE,284693,4
0.71,0.772,10,-7.688,1,0.0488,0.381,0.000403,0.186,0.96,88.164,audio_features,0JcEc3UgciBH6q2882cLr9,spotify:track:0JcEc3UgciBH6q2882cLr9,https://api.spotify.com/v1/tracks/0JcEc3UgciBH6q2882cLr9,https://api.spotify.com/v1/audio-analysis/0JcEc3UgciBH6q2882cLr9,250960,4
0.697,0.644,7,-11.559,1,0.0462,0.471,0.254,0.0722,0.969,91.046,audio_features,29ovQvmq2JYaIcUzTVlmA5,spotify:track:29ovQvmq2JYaIcUzTVlmA5,https://api.spotify.com/v1/tracks/29ovQvmq2JYaIcUzTVlmA5,https://api.spotify.com/v1/audio-analysis/29ovQvmq2JYaIcUzTVlmA5,344373,4
0.604,0.801,7,-4.638,0,0.0341,0.373,0.000265,0.0412,0.825,161.541,audio_features,1Ss4U3Qn3MUvVYE5GpYaL4,spotify:track:1Ss4U3Qn3MUvVYE5GpYaL4,https://api.spotify.com/v1/tracks/1Ss4U3Qn3MUvVYE5GpYaL4,https://api.spotify.com/v1/audio-analysis/1Ss4U3Qn3MUvVYE5GpYaL4,263373,4
0.749,0.816,0,-5.365,1,0.04,0.698,0.00862,0.348,0.914,91.852,audio_features,0AHlAo1xZOjZHl5U14MxR7,spotify:track:0AHlAo1xZOjZHl5U14MxR7,https://api.spotify.com/v1/tracks/0AHlAo1xZOjZHl5U14MxR7,https://api.spotify.com/v1/audio-analysis/0AHlAo1xZOjZHl5U14MxR7,276000,4
0.697,0.792,5,-1.23,0,0.0981,0.673,0.0,0.745,0.878,91.386,audio_features,0u1658GtLP38h5DoRrP8vo,spotify:track:0u1658GtLP38h5DoRrP8vo,https://api.spotify.com/v1/tracks/0u1658GtLP38h5DoRrP8vo,https://api.spotify.com/v1/audio-analysis/0u1658GtLP38h5DoRrP8vo,350413,4
0.656,0.572,10,-13.149,1,0.0423,0.77,0.0217,0.297,0.963,86.804,audio_features,7l2PvOYO6NOOasHzLPtUqd,spotify:track:7l2PvOYO6NOOasHzLPtUqd,https://api.spotify.com/v1/tracks/7l2PvOYO6NOOasHzLPtUqd,https://api.spotify.com/v1/audio-analysis/7l2PvOYO6NOOasHzLPtUqd,329745,4
